WL,irradiance,w_SW,w_PAR,w_NIR
400.0,824.1829599999998,0.0012631565727758826,0.0028307437666246203,0.0
401.0,830.5883399999994,0.0012729735651681139,0.002852743723415599,0.0
402.0,836.9937199999998,0.0012827905575603464,0.0028747436802065806,0.0
403.0,836.9937199999998,0.0012827905575603464,0.0028747436802065806,0.0
404.0,849.8860399999993,0.0013025495425632993,0.0029190237202565816,0.0
405.0,849.8860399999993,0.0013025495425632993,0.0029190237202565816,0.0
406.0,849.8860399999993,0.0013025495425632993,0.0029190237202565816,0.0
407.0,869.1304800000005,0.0013320438927927588,0.0029851207899802565,0.0
408.0,869.1304800000005,0.0013320438927927588,0.0029851207899802565,0.0
409.0,888.5176400000003,0.0013617569780784062,0.0030517080466769416,0.0
410.0,888.5176400000003,0.0013617569780784062,0.0030517080466769416,0.0
411.0,888.5176400000003,0.0013617569780784062,0.0030517080466769416,0.0
412.0,912.8821999999988,0.001399098509753352,0.0031353907114417497,0.0
413.0,912.8821999999988,0.001399098509753352,0.0031353907114417497,0.0
414.0,936.8748800000001,0.0014358700919279096,0.0032177961149150547,0.0
415.0,936.8748800000001,0.0014358700919279096,0.0032177961149150547,0.0
416.0,936.8748800000001,0.0014358700919279096,0.0032177961149150547,0.0
417.0,923.1028799999993,0.0014147628946615763,0.003170494720630033,0.0
418.0,923.1028799999993,0.0014147628946615763,0.003170494720630033,0.0
419.0,909.1830800000006,0.0013934291766461927,0.0031226856915733564,0.0
420.0,909.1830800000006,0.0013934291766461927,0.0031226856915733564,0.0
421.0,909.1830800000006,0.0013934291766461927,0.0031226856915733564,0.0
422.0,906.5999599999992,0.0013894702437822197,0.003113813692037662,0.0
423.0,906.5999599999992,0.0013894702437822197,0.003113813692037662,0.0
424.0,903.9612800000006,0.0013854261587341007,0.003104750865790789,0.0
425.0,903.9612800000006,0.0013854261587341007,0.003104750865790789,0.0
426.0,903.9612800000006,0.0013854261587341007,0.003104750865790789,0.0
427.0,855.8933199999992,0.001311756400245124,0.0029396563603858662,0.0
428.0,855.8933199999992,0.001311756400245124,0.0029396563603858662,0.0
429.0,807.3266399999995,0.0012373222951528487,0.002772848948260224,0.0
430.0,807.3266399999995,0.0012373222951528487,0.002772848948260224,0.0
431.0,807.3266399999995,0.0012373222951528487,0.002772848948260224,0.0
432.0,879.7094800000003,0.0013482574449188497,0.003021455487202244,0.0
433.0,879.7094800000003,0.0013482574449188497,0.003021455487202244,0.0
434.0,952.5604000000003,0.0014599099819122983,0.0032716696965361387,0.0
435.0,952.5604000000003,0.0014599099819122983,0.0032716696965361387,0.0
436.0,952.5604000000003,0.0014599099819122983,0.0032716696965361387,0.0
437.0,963.997319999999,0.001477438396562257,0.003310951010965863,0.0
438.0,963.997319999999,0.001477438396562257,0.003310951010965863,0.0
439.0,975.48964,0.0014950517181776966,0.0033504226025698174,0.0
440.0,975.48964,0.0014950517181776966,0.0033504226025698174,0.0
441.0,975.48964,0.0014950517181776966,0.0033504226025698174,0.0
442.0,1016.7756799999997,0.0015583273927801994,0.0034922238846281286,0.0
443.0,1016.7756799999997,0.0015583273927801994,0.0034922238846281286,0.0
444.0,1057.6547199999998,0.001620979292383618,0.0036326272820310533,0.0
445.0,1057.6547199999998,0.001620979292383618,0.0036326272820310533,0.0
446.0,1057.6547199999998,0.001620979292383618,0.0036326272820310533,0.0
447.0,1095.6547999999996,0.001679218849796949,0.003763142586049516,0.0
448.0,1095.6547999999996,0.001679218849796949,0.003763142586049516,0.0
449.0,1134.0741999999993,0.001738101064047175,0.0038950980890696913,0.0
450.0,1134.0741999999993,0.001738101064047175,0.0038950980890696913,0.0
451.0,1134.0741999999993,0.001738101064047175,0.0038950980890696913,0.0
452.0,1127.0025200000005,0.0017272628891441578,0.003870809654278998,0.0
453.0,1127.0025200000005,0.0017272628891441578,0.003870809654278998,0.0
454.0,1119.5090000000007,0.001715778195210147,0.003845072365279385,0.0
455.0,1119.5090000000007,0.001715778195210147,0.003845072365279385,0.0
456.0,1119.5090000000007,0.001715778195210147,0.003845072365279385,0.0
457.0,1126.0265600000002,0.0017257671165443864,0.003867457616175134,0.0
458.0,1126.0265600000002,0.0017257671165443864,0.003867457616175134,0.0
459.0,1132.5617600000003,0.0017357830732373093,0.003889903453521304,0.0
460.0,1132.5617600000003,0.0017357830732373093,0.003889903453521304,0.0
461.0,1132.5617600000003,0.0017357830732373093,0.003889903453521304,0.0
462.0,1126.0561599999994,0.001725812481998864,0.0038675592805137043,0.0
463.0,1126.0561599999994,0.001725812481998864,0.0038675592805137043,0.0
464.0,1122.8627600000007,0.0017209182238119428,0.0038565912096082643,0.0
465.0,1122.8627600000007,0.0017209182238119428,0.0038565912096082643,0.0
466.0,1122.8627600000007,0.0017209182238119428,0.0038565912096082643,0.0
467.0,1120.45728,0.0017172315449795127,0.003848329333488256,0.0
468.0,1120.45728,0.0017172315449795127,0.003848329333488256,0.0
469.0,1114.9348399999994,0.0017087677611811176,0.0038293619277479573,0.0
470.0,1114.9348399999994,0.0017087677611811176,0.0038293619277479573,0.0
471.0,1119.94102,0.001716440316279199,0.0038465561837777136,0.0
472.0,1124.9472000000012,0.0017241128713772816,0.003863750439807472,0.0
473.0,1124.9472000000012,0.0017241128713772816,0.003863750439807472,0.0
474.0,1133.6316800000002,0.0017374228505027168,0.003893578207208018,0.0
475.0,1133.6316800000002,0.0017374228505027168,0.003893578207208018,0.0
476.0,1133.6316800000002,0.0017374228505027168,0.003893578207208018,0.0
477.0,1143.1808400000004,0.0017520580526409518,0.003926375809753091,0.0
478.0,1143.1808400000004,0.0017520580526409518,0.003926375809753091,0.0
479.0,1152.3796799999998,0.0017661563484949608,0.0039579702011127175,0.0
480.0,1152.3796799999998,0.0017661563484949608,0.0039579702011127175,0.0
481.0,1152.3796799999998,0.0017661563484949608,0.0039579702011127175,0.0
482.0,1102.5679599999996,0.001689814074299833,0.003786886567091879,0.0
483.0,1102.5679599999996,0.001689814074299833,0.003786886567091879,0.0
484.0,1053.2994,0.0016143042561943938,0.0036176684736838696,0.0
485.0,1053.2994,0.0016143042561943938,0.0036176684736838696,0.0
486.0,1053.2994,0.0016143042561943938,0.0036176684736838696,0.0
487.0,1071.36276,0.001641988463485475,0.0036797089989142094,0.0
488.0,1071.36276,0.001641988463485475,0.0036797089989142094,0.0
