,DATE,LAI,TA_F,SW_IN_F,LE,H,LE_C,H_C,ET
106,2019-04-17,1.1245967741935483,292.6287708333333,212.03145833333335,82.74485,-18.385607,47.942356,-17.417452,2.917765429669092
107,2019-04-18,1.1169354838709675,285.03518749999995,108.01854166666668,36.45855,-0.27738944,18.215147,-1.7594861,1.274646491853848
108,2019-04-19,1.1088709677419355,285.845875,269.3041666666667,110.94619,5.9217076,51.13586,0.5317103,3.882261968888838
109,2019-04-20,1.1004032258064516,285.6139166666666,87.17458333333333,26.621832,1.8837868,17.92215,-2.5566688,0.931323745328439
110,2019-04-21,1.091532258064516,285.94525,90.22354166666668,33.39229,-10.309747,15.0127,-6.8245454,1.1685995613195055
111,2019-04-22,1.0822580645161288,286.460125,180.37520833333335,78.1278,-6.112093,35.694927,-3.1216402,2.7357097918876248
112,2019-04-23,1.0725806451612905,284.3390625,136.91395833333334,45.576138,-1.3618816,26.71953,-2.3310354,1.5922191168250859
113,2019-04-24,1.0635080645161288,285.88712499999997,202.137375,82.8281,-1.4138557,41.632656,-2.5797675,2.898475921958685
114,2019-04-25,1.05383064516129,287.1747083333333,158.44125,62.39443,1.1782284,28.866766,-1.210602,2.1865155708230777
115,2019-04-26,1.043548387096774,285.73575,334.758125,134.96765,-2.25641,56.135433,-1.7017668,4.722261288520961
116,2019-04-27,1.0326612903225805,288.52254166666665,330.56166666666667,132.04556,-13.167193,55.89047,-7.6273017,4.6342975123000505
117,2019-04-28,1.0211693548387095,292.36587499999996,323.2808333333333,126.76446,-15.670423,54.23827,-10.401337,4.468616999350829
118,2019-04-29,1.009072580645161,292.14743749999997,303.3539583333333,119.52186,-13.042981,56.299854,-8.226585,4.212230026555917
119,2019-04-30,0.9963709677419352,292.7204791666666,321.7808333333333,122.33036,-8.11461,54.512066,-6.5160484,4.314101913815012
120,2019-05-01,0.983064516129032,292.89856249999997,259.53685416666667,3.7608418,-40.650276,3.7410293,-19.920446,0.13265759051400067
121,2019-05-02,0.9691532258064516,291.63722916666666,266.0308333333333,,,,,
122,2019-05-03,0.955846774193548,289.62139583333334,274.8215,,,,,
123,2019-05-04,0.9431451612903224,289.9858125,320.31645833333334,,,,,
124,2019-05-05,0.9310483870967744,291.5574791666666,296.4471458333333,,,,,
125,2019-05-06,0.9195564516129032,291.950625,296.3820416666667,,,,,
126,2019-05-07,0.90866935483871,292.0867083333333,318.441375,,,,,
127,2019-05-08,0.8983870967741939,291.78687499999995,230.87412500000002,,,,,
128,2019-05-09,0.8887096774193551,291.40229166666666,155.4256875,,,,,
129,2019-05-10,0.8790322580645163,294.05649999999997,315.78460416666667,147.1245,12.815859,58.57638,-6.1944046,5.196689682670927
130,2019-05-11,0.8689516129032259,293.978,328.15725000000003,0.0,-61.37564,0.0,-30.121683,0.0
131,2019-05-12,0.8584677419354838,295.64185416666663,326.32560416666666,,,,,
132,2019-05-13,0.8475806451612903,296.1077708333333,336.3004583333333,,,,,
133,2019-05-14,0.8362903225806452,294.4105,332.9520625,,,,,
134,2019-05-15,0.8245967741935485,296.0870833333333,332.7721041666667,,,,,
135,2019-05-16,0.8125,295.9853958333333,333.4947291666667,,,,,
136,2019-05-17,0.8000000000000002,289.2097708333333,297.7104375,,,,,
137,2019-05-18,0.7870967741935487,288.2153125,257.99277083333334,,,,,
138,2019-05-19,0.774193548387097,289.67362499999996,288.39039583333334,,,,,
139,2019-05-20,0.7612903225806452,291.56227083333334,314.15710416666667,,,,,
140,2019-05-21,0.7483870967741937,293.5595,327.1777916666667,,,,,
141,2019-05-22,0.7354838709677421,295.1122708333333,334.39,,,,,
142,2019-05-23,0.7225806451612904,295.1060833333333,323.57645833333333,,,,,
143,2019-05-24,0.7096774193548386,295.65416666666664,212.90541666666664,93.58767,13.238308,43.8827,-9.213858,3.312009806015326
144,2019-05-25,0.6967741935483871,293.2597083333333,330.96166666666664,82.60495,23.757277,42.777084,0.9898241,2.9149956045998517
145,2019-05-26,0.6850806451612903,293.88860416666665,336.06874999999997,85.05645,22.107414,44.09782,1.2518083,3.0037404692262815
146,2019-05-27,0.6741935483870968,294.4010833333333,332.0729166666667,92.42359,16.919027,45.972076,-0.6056882,3.2658999684409125
147,2019-05-28,0.6641129032258064,298.4018958333333,334.3902083333333,93.00281,13.823134,46.754025,-2.918894,3.3023744101876655
148,2019-05-29,0.6548387096774195,296.0639375,344.47562500000004,81.06889,25.630411,42.613056,2.1700115,2.870399517009349
149,2019-05-30,0.6463709677419355,296.8240208333333,348.02660416666663,82.541756,31.912916,43.006737,1.5466912,2.925249377071143
150,2019-05-31,0.6387096774193548,297.4091041666666,344.98979166666663,86.096535,18.629871,43.122494,-3.0702543,3.0534120599836334
151,2019-06-01,0.6318548387096775,298.6656875,341.62125,89.352905,10.080588,42.71229,-6.304142,3.1738078655929436
152,2019-06-02,0.6258064516129033,298.90714583333335,339.41562500000003,89.06913,10.031037,42.59698,-6.1530495,3.164675188251743
153,2019-06-03,0.6193548387096774,299.21554166666664,326.6691666666667,88.13195,7.2607884,41.765663,-6.157341,3.132576604093799
154,2019-06-04,0.6133064516129033,297.90810416666665,341.0129166666667,81.56247,24.093718,42.653732,-1.5618744,2.8943843444864354
155,2019-06-05,0.6076612903225808,292.69424999999995,325.8283333333333,49.86949,54.93794,32.957493,9.987553,1.7586430991410837
156,2019-06-06,0.6024193548387097,292.0278958333333,337.42270833333333,76.3588,27.5689,39.76447,0.49568376,2.6906875569421196
157,2019-06-07,0.5975806451612904,292.1015833333333,316.96020833333336,69.25214,32.133442,40.012547,-3.9257429,2.4404767277555743
158,2019-06-08,0.5931451612903226,295.18160416666666,318.61125,81.9463,20.076866,42.055584,-0.32615662,2.8983791956897953
159,2019-06-09,0.5891129032258065,296.48310416666664,284.14270833333336,63.445538,21.931643,32.56822,-5.572576,2.247553539295411
160,2019-06-10,0.585483870967742,294.6361666666666,344.77045833333335,0.0,-44.645283,0.0,-12.362969,0.0
161,2019-06-11,0.5826612903225805,294.08120833333334,337.3229791666667,88.90948,68.36291,49.94909,-5.119517,3.140527590088758
162,2019-06-12,0.5798387096774195,294.71574999999996,319.62104166666666,66.66967,37.805115,39.42287,5.52517,2.356739643057911
163,2019-06-13,0.5770161290322581,296.1063541666667,260.08229166666666,63.82693,13.767082,34.900997,-8.227958,2.2600309074224114
164,2019-06-14,0.5741935483870969,294.97372916666666,327.2885416666667,57.148663,53.75207,36.88835,4.5281672,2.0208011267171915
165,2019-06-15,0.5713709677419355,293.21772916666663,352.53375,69.18647,43.61002,38.118126,9.306602,2.4413581264872266
166,2019-06-16,0.5685483870967741,294.6063541666667,256.9316666666667,63.751343,9.498289,33.17628,-1.3911152,2.2532834372257438
167,2019-06-17,0.565725806451613,296.1953541666666,341.1947916666667,83.6503,27.357962,44.434383,-1.826183,2.9622708014371955
168,2019-06-18,0.5629032258064516,296.063875,344.9554166666667,68.2816,40.094517,42.390755,3.3604524,2.4176407406138094
169,2019-06-19,0.5596774193548387,295.20629166666663,339.8908333333333,67.103676,49.449905,39.782993,8.5482645,2.373477211328384
170,2019-06-20,0.55625,295.8727708333333,340.4583333333333,67.96714,46.37383,39.799473,6.6785254,2.4059502566652196
171,2019-06-21,0.5526209677419355,296.5055208333333,338.9975,76.0503,33.815685,43.555477,0.7243121,2.6941497635298735
172,2019-06-22,0.5487903225806451,298.12589583333335,329.955625,78.55474,26.743086,40.858868,0.22334735,2.788397747276899
173,2019-06-23,0.544758064516129,300.7197708333333,327.70666666666665,82.73534,21.019001,44.55356,-6.6134267,2.9462995838824044
174,2019-06-24,0.5405241935483871,299.3533333333333,322.309375,77.529785,28.70996,44.28691,-3.9269207,2.7562041158673614
175,2019-06-25,0.5360887096774193,299.7775208333333,325.45958333333334,82.832535,24.92436,45.37938,-3.9322217,2.9462768240494643
176,2019-06-26,0.5314516129032258,300.27539583333333,278.535,63.70094,19.148458,33.16112,-5.0925183,2.267196482551697
177,2019-06-27,0.527016129032258,301.19737499999997,295.3258333333333,72.51469,19.349182,36.620533,-8.737569,2.5838867389231908
178,2019-06-28,0.5227822580645162,304.81860416666666,321.630625,90.557434,5.0068407,46.259502,-14.202313,3.2418031564819354
179,2019-06-29,0.5187499999999999,304.8026875,322.6502083333333,86.68519,7.352101,42.661682,-11.464497,3.1031191653405417
180,2019-06-30,0.5149193548387097,302.5704583333333,318.51354166666664,74.394035,26.955256,45.286633,-5.63892,2.655481068755327
181,2019-07-01,0.5112903225806452,301.5625416666666,327.67087499999997,67.641754,33.953804,39.833256,-1.2882392,2.411365582683553
182,2019-07-02,0.5078629032258064,300.78162499999996,319.286875,70.48629,33.121574,39.77891,-1.5659243,2.510292614631687
183,2019-07-03,0.5046370967741937,300.7407083333333,322.81625,70.56833,32.991817,37.811386,0.5627207,2.5130848367379364
184,2019-07-04,0.5016129032258064,299.881875,308.3229166666667,63.011395,36.781307,35.553967,0.07409426,2.2415495490054442
185,2019-07-05,0.4979838709677418,300.17425,316.7560416666667,69.13871,32.26436,37.3653,-0.1342367,2.4604214765940555
186,2019-07-06,0.4947580645161291,299.7390208333333,226.96437500000002,54.98935,7.98213,30.634302,-8.525546,1.9558263339627169
187,2019-07-07,0.4919354838709678,300.6374583333333,260.76395833333333,62.082016,16.13344,31.27255,-8.244287,2.2105822971230817
188,2019-07-08,0.489516129032258,297.03162499999996,315.25895833333334,55.844955,42.583904,34.102585,0.046705127,1.9796260293108643
189,2019-07-09,0.4875000000000001,297.0474583333333,323.84166666666664,63.90141,37.70152,34.467274,3.036646,2.265259917923591
190,2019-07-10,0.48588709677419367,300.35866666666664,320.801875,77.09963,19.660988,39.433605,-5.1281905,2.744359586076065
191,2019-07-11,0.4846774193548386,303.7564375,300.8860416666667,79.65956,8.181673,40.24971,-12.455546,2.847762347521199
192,2019-07-12,0.48387096774193566,303.18843749999996,158.88708333333332,39.373547,-5.727778,21.647827,-10.624546,1.40654357322724
193,2019-07-13,0.484274193548387,300.98562499999997,282.2395833333333,59.566967,34.5448,35.16292,-1.5558037,2.1219584168656493
194,2019-07-14,0.4846774193548386,298.84454166666666,308.499375,59.592865,39.418648,35.771564,-0.2949494,2.117202861271229
195,2019-07-15,0.4850806451612903,301.5274166666666,301.74562499999996,70.09245,27.719862,39.624065,-4.5098896,2.4986195045765305
196,2019-07-16,0.485483870967742,302.677875,303.6820833333333,70.25182,26.769957,36.951122,-2.1024716,2.507969766990516
197,2019-07-17,0.48588709677419367,299.65658333333334,302.14,58.004242,40.9036,36.08899,0.75282794,2.0628457541586593
198,2019-07-18,0.4862903225806452,300.7980208333333,297.47520833333334,72.422325,19.02368,38.69421,-7.4574523,2.5792956736891286
199,2019-07-19,0.4866935483870967,304.1152083333333,298.28125,72.56081,16.668068,36.404133,-7.231924,2.595188835457093
200,2019-07-20,0.4870967741935483,304.37210416666665,318.5478541666667,0.0,-56.75199,0.0,-27.184849,0.0
201,2019-07-21,0.4872983870967742,305.1208125,304.11225,,,,,
202,2019-07-22,0.4877016129032259,305.42418749999996,287.06860416666666,,,,,
203,2019-07-23,0.48830645161290337,305.3437916666666,209.47208333333333,78.4261,19.868532,40.943874,-11.106475,2.809440892632902
204,2019-07-24,0.4891129032258064,303.70874999999995,293.7289583333333,73.01756,12.895706,37.162483,-8.76908,2.610156132759933
205,2019-07-25,0.4901209677419354,303.9774375,312.17270833333333,0.0,-56.536327,0.0,-24.509653,0.0
206,2019-07-26,0.4913306451612904,300.46010416666667,310.69374999999997,,,,,
207,2019-07-27,0.4927419354838711,297.21093749999994,286.27218750000003,,,,,
208,2019-07-28,0.4943548387096774,299.5353125,315.792625,,,,,
209,2019-07-29,0.4961693548387096,299.6129375,321.5404375,,,,,
210,2019-07-30,0.4981854838709678,300.0100833333333,320.62933333333336,,,,,
211,2019-07-31,0.5004032258064516,302.8541458333333,299.1870833333333,,,,,
212,2019-08-01,0.5028225806451613,301.4938958333333,308.86635416666667,,,,,
213,2019-08-02,0.5054435483870968,301.96099999999996,317.3763333333333,,,,,
214,2019-08-03,0.5082661290322581,301.41631249999995,312.2047708333333,,,,,
215,2019-08-04,0.5112903225806451,301.28591666666665,316.38283333333334,,,,,
216,2019-08-05,0.5145161290322581,301.6151875,300.16225000000003,,,,,
217,2019-08-06,0.5169354838709677,301.5238958333333,315.0933958333333,,,,,
218,2019-08-07,0.5185483870967741,298.95672916666666,275.46847916666667,,,,,
219,2019-08-08,0.5193548387096774,300.22572916666667,316.00564583333335,,,,,
220,2019-08-09,0.5193548387096774,299.6006458333333,315.62314583333335,,,,,
221,2019-08-10,0.5185483870967741,301.013,299.1660416666667,0.0,-56.063187,0.0,-23.158934,0.0
222,2019-08-11,0.5169354838709677,299.65820833333333,260.17791666666665,49.2665,25.305155,32.33511,-4.762209,1.752102779807973
223,2019-08-12,0.514516129032258,297.40325,274.63,61.353954,14.503223,35.195957,-5.6999545,2.1759012825057185
224,2019-08-13,0.511290322580645,299.98199999999997,280.96,67.03948,17.70748,39.357914,-6.792481,2.3851423621332786
225,2019-08-14,0.5084677419354837,300.81241666666665,275.6045833333333,69.37194,12.833547,39.35774,-8.106139,2.4707021094542796
226,2019-08-15,0.506048387096774,301.0791458333333,270.98333333333335,71.417,9.104194,39.358814,-8.450536,2.544393301259071
227,2019-08-16,0.504032258064516,302.5195,268.49666666666667,71.261856,8.172353,40.047237,-9.8276,2.543513014367404
228,2019-08-17,0.5024193548387095,302.407875,268.4820833333333,72.53477,6.4696383,38.732132,-8.377351,2.5885776250436416
229,2019-08-18,0.5012096774193546,301.9552083333333,270.23041666666666,67.16321,13.024125,39.305958,-7.158159,2.395499441127367
230,2019-08-19,0.5004032258064515,300.3882083333333,273.411875,60.07048,16.041046,36.8171,-4.6994185,2.1382866354458923
231,2019-08-20,0.4999999999999998,299.4865625,244.74020833333336,60.94261,10.473283,37.94429,-6.592428,2.166885430414333
232,2019-08-21,0.4999999999999998,301.5284583333333,231.15270833333332,62.253506,8.543709,33.50236,-10.41546,2.2191836953755883
233,2019-08-22,0.4999999999999998,301.1501666666666,259.12333333333333,65.29768,11.874413,36.285442,-8.483186,2.3265873928937797
234,2019-08-23,0.5004032258064515,301.6762083333333,267.91979166666664,68.92918,7.781197,40.095577,-11.2790365,2.457615136580366
235,2019-08-24,0.5012096774193546,301.38370833333335,264.87916666666666,70.052734,4.7854433,40.089222,-11.767125,2.496749256377341
236,2019-08-25,0.5024193548387095,301.2337083333333,258.60541666666666,65.21677,5.2216,37.82339,-10.094223,2.323949591679108
237,2019-08-26,0.504032258064516,299.7708958333333,206.12729166666665,53.2262,9.772277,31.886427,-7.8738365,1.893191148112874
238,2019-08-27,0.506048387096774,297.47429166666666,262.16875,57.481907,27.480265,35.968174,0.4569277,2.038757671863966
239,2019-08-28,0.5084677419354837,298.9057291666666,261.04375,66.813805,8.592151,39.1814,-5.967196,2.3739270633493836
240,2019-08-29,0.511290322580645,301.71524999999997,210.94502083333336,39.2397,-10.905393,22.281387,-10.998866,1.399129701973945
241,2019-08-30,0.514516129032258,299.9421458333333,235.18627083333334,,,,,
242,2019-08-31,0.5181451612903225,299.27866666666665,247.90647916666668,,,,,
243,2019-09-01,0.5221774193548386,299.0068333333333,278.09739583333334,,,,,
244,2019-09-02,0.5266129032258065,301.45087499999994,221.90041666666664,38.223186,-8.500183,31.159418,-7.9018893,1.362428289225613
245,2019-09-03,0.5314516129032257,300.2906875,189.83895833333335,42.708622,-2.4729767,21.114576,-9.691147,1.5200826941175936
246,2019-09-04,0.5366935483870967,300.80410416666666,247.146875,64.06274,5.063988,37.666622,-11.322464,2.28158934635472
247,2019-09-05,0.5423387096774194,299.7581666666667,241.66125,64.762,-2.7062953,38.757816,-14.092141,2.3034689103764934
