,DATE,LAI,TA_F,SW_IN_F,LE,H,LE_C,H_C,ET
248,2019-09-06,0.5483870967741936,300.0193958333333,252.89041666666665,58.651066,10.495328,36.413616,-4.9682364,2.086795512629241
249,2019-09-07,0.5548387096774194,299.1413958333333,195.59729166666668,33.779743,7.833901,23.905508,-10.124089,1.2005620761467624
250,2019-09-08,0.5612903225806453,296.5581875,173.22124999999997,39.28386,1.5537176,24.830946,-10.166135,1.391754898109688
251,2019-09-09,0.567741935483871,297.13475,216.0148333333333,0.0,-55.163185,0.0,-22.133059,0.0
252,2019-09-10,0.5741935483870969,293.09735416666666,209.32104166666667,,,,,
253,2019-09-11,0.5806451612903225,290.1760625,136.09602083333334,,,,,
254,2019-09-12,0.5870967741935484,291.0642291666666,124.50625000000001,,,,,
255,2019-09-13,0.5935483870967742,292.45160416666664,162.16860416666665,,,,,
256,2019-09-14,0.6,293.6187083333333,90.35056250000001,,,,,
257,2019-09-15,0.606451612903226,295.506625,192.07612500000002,,,,,
258,2019-09-16,0.6129032258064517,297.042625,217.85608333333334,,,,,
259,2019-09-17,0.6193548387096776,296.44891666666666,178.76635416666667,,,,,
260,2019-09-18,0.6258064516129034,296.04985416666665,213.81454166666666,,,,,
261,2019-09-19,0.632258064516129,296.55249999999995,227.67943749999998,,,,,
262,2019-09-20,0.6387096774193549,295.1523125,158.190625,78.026886,-0.7141904,34.5891,-9.337584,2.7596554601532968
263,2019-09-21,0.6451612903225806,295.36525,119.211875,36.6833,-7.6947703,19.420763,-8.076299,1.297747425941638
264,2019-09-22,0.6516129032258065,293.5690833333333,191.53437499999998,64.247604,-1.0692667,35.014362,-2.5038254,2.268023673642445
265,2019-09-23,0.6576612903225807,292.13712499999997,223.00041666666667,77.50553,-15.046716,44.81865,-12.811398,2.7314434381407593
266,2019-09-24,0.6645161290322581,292.85493749999995,241.17666666666665,82.011,-10.855702,48.539417,-5.076174,2.8926565399830024
267,2019-09-25,0.6721774193548388,292.5765416666666,237.56833333333336,78.144745,-4.5143394,49.39532,-2.790448,2.7553868093199347
268,2019-09-26,0.6806451612903226,293.2077083333333,234.74833333333333,83.046524,-14.076558,51.273487,-8.229688,2.930398232958544
269,2019-09-27,0.6899193548387097,293.3563541666667,232.76041666666666,81.60239,-14.605039,50.79968,-7.92872,2.8799453949051737
270,2019-09-28,0.7000000000000001,293.838125,232.58249999999998,87.00867,-21.62507,55.388813,-12.880954,3.0724982647597274
271,2019-09-29,0.7108870967741936,294.44124999999997,225.41916666666668,83.659225,-18.203554,53.672028,-10.820155,2.956342118320385
272,2019-09-30,0.7225806451612903,293.22999999999996,215.5772916666667,77.107056,-17.10573,50.176067,-11.703236,2.720888380130025
273,2019-10-01,0.7350806451612905,293.4057291666666,209.6314583333333,72.754616,-15.190885,48.76013,-12.704858,2.5678359984280394
274,2019-10-02,0.7475806451612904,290.8787708333333,212.92499999999998,69.71189,-10.457547,49.342056,-10.490882,2.453196385558216
275,2019-10-03,0.7600806451612904,289.7372708333333,206.56375,63.615887,-5.5616136,44.30949,-2.8557923,2.235747969765628
276,2019-10-04,0.7725806451612903,291.21566666666666,217.06395833333332,77.95993,-14.568455,53.253803,-7.715573,2.7445166236319776
277,2019-10-05,0.7850806451612905,291.6727916666666,207.696875,80.0455,-20.942749,54.980892,-13.945892,2.8194314935589824
278,2019-10-06,0.7975806451612906,292.0673333333333,210.26208333333332,76.30651,-14.735719,51.64809,-6.7596908,2.688968624387773
279,2019-10-07,0.8100806451612904,292.8764791666667,202.8060416666667,79.85867,-20.889208,54.45332,-12.402828,2.816811887621497
280,2019-10-08,0.8225806451612905,294.4211458333333,205.45562500000003,83.20789,-19.713186,58.73611,-12.023342,2.9403224462302258
281,2019-10-09,0.835483870967742,294.1676875,198.26625,80.61146,-20.750957,56.7943,-12.966325,2.847711712461314
282,2019-10-10,0.8487903225806454,295.58810416666665,197.02104166666666,81.06017,-19.41535,61.415546,-17.481768,2.8684408598527193
283,2019-10-11,0.8624999999999997,295.69849999999997,161.39604166666666,63.52658,-24.360641,43.97818,-17.07097,2.2482867399224102
284,2019-10-12,0.8766129032258063,295.3168333333333,152.2475,59.306866,-21.608381,41.740887,-15.544042,2.0979805164579153
285,2019-10-13,0.8911290322580644,293.70172916666667,184.30854166666666,74.399284,-22.993216,54.707,-16.301048,2.626803807969223
286,2019-10-14,0.9060483870967744,293.83466666666664,117.53604166666666,36.800625,-13.777001,28.003382,-14.993488,1.2995187244236992
287,2019-10-15,0.9213709677419356,286.0356458333333,193.06708333333333,65.32587,-3.857816,47.68633,1.2814232,2.2863757547721524
288,2019-10-16,0.9370967741935484,285.41404166666666,193.27958333333333,67.23126,-13.625516,51.17725,-4.6981254,2.35147149442955
289,2019-10-17,0.9532258064516128,285.888875,175.21624999999997,63.398777,-16.962458,47.6882,-7.269525,2.2185728614686813
290,2019-10-18,0.96875,289.25977083333333,174.0945416666667,0.0,-50.05212,0.0,-26.026066,0.0
291,2019-10-19,0.9836693548387098,291.22016666666667,142.2876875,,,,,
292,2019-10-20,0.997983870967742,286.80664583333333,145.81052083333333,,,,,
293,2019-10-21,1.011693548387097,286.3594166666666,184.61356250000003,59.946327,-25.181723,46.533318,-11.606257,2.0988383558889203
294,2019-10-22,1.0247983870967745,283.75370833333335,63.004375,0.0,-37.094,0.0,-21.15966,0.0
295,2019-10-23,1.0372983870967745,283.10268749999994,73.557,,,,,
296,2019-10-24,1.0491935483870969,284.86133333333333,102.5951875,,,,,
297,2019-10-25,1.0592741935483871,287.76666666666665,174.778375,,,,,
298,2019-10-26,1.0675403225806448,289.2870625,176.42310416666666,,,,,
299,2019-10-27,1.0739919354838712,289.48454166666664,170.53995833333332,,,,,
300,2019-10-28,1.0786290322580645,289.50066666666663,134.399625,,,,,
301,2019-10-29,1.081451612903226,290.58397916666667,141.31825,,,,,
302,2019-10-30,1.082459677419355,289.97947916666664,143.8614375,,,,,
303,2019-10-31,1.0816532258064515,291.4264166666666,106.67952083333334,,,,,
304,2019-11-01,1.0790322580645162,291.34804166666663,87.07912499999999,,,,,
305,2019-11-02,1.0754032258064516,290.06860416666666,68.01475,,,,,
306,2019-11-03,1.0725806451612905,288.126375,59.28691666666666,,,,,
307,2019-11-04,1.0705645161290325,287.8746458333333,70.075,,,,,
308,2019-11-05,1.0693548387096772,284.2886458333333,97.403,,,,,
309,2019-11-06,1.068951612903226,282.72081249999997,124.93849999999999,60.958767,-19.491013,43.87151,-7.073647,2.12596911266147
310,2019-11-07,1.0693548387096774,281.98883333333333,41.76791666666667,10.446256,-19.398375,6.5235043,-12.781247,0.3640406450641709
311,2019-11-08,1.0705645161290325,280.99252083333334,129.15541666666667,52.06094,-18.935825,38.96993,-6.7452493,1.812405279519195
312,2019-11-09,1.0725806451612905,279.74997916666666,120.19083333333333,47.271755,-16.09779,32.296974,-5.1424823,1.6436064705224775
313,2019-11-10,1.0754032258064514,283.79766666666666,57.502916666666664,16.583708,-15.515857,8.366641,-10.708594,0.5790234059029519
314,2019-11-11,1.0778225806451616,281.1228541666666,65.14666666666666,21.88685,-15.252078,11.829095,-8.287568,0.7620519141794034
315,2019-11-12,1.0798387096774196,282.3790833333333,122.69520833333333,50.79477,-13.412173,38.88924,-3.5958488,1.7708613928892132
316,2019-11-13,1.081451612903226,285.34635416666663,74.64291666666666,28.635614,-10.693944,17.141335,-5.899635,1.0014818462479644
317,2019-11-14,1.0826612903225807,283.31097916666664,50.94416666666667,14.950642,-22.963358,9.155562,-16.702368,0.5217354133197044
318,2019-11-15,1.083467741935484,281.00097916666664,71.76416666666667,23.710892,-14.386749,17.973608,-8.968274,0.8254579630521991
319,2019-11-16,1.0838709677419356,277.02141666666665,113.09833333333334,43.09422,-22.880182,31.771402,-8.112394,1.4943413175004452
320,2019-11-17,1.0838709677419356,275.95522916666664,42.22208333333334,12.33166,-14.032302,7.125456,-8.919069,0.4271802864819649
321,2019-11-18,1.0844758064516131,282.51993749999997,78.59375,27.651537,-17.744467,17.695581,-8.987379,0.9641591707377506
322,2019-11-19,1.0848790322580648,278.573625,95.59166666666665,34.465885,-20.638807,21.127672,-8.728907,1.1969524379492114
323,2019-11-20,1.0850806451612909,278.9693541666666,52.579791666666665,18.198053,-16.24312,8.118196,-8.693585,0.6322407237156507
324,2019-11-21,1.0850806451612904,282.61797916666666,40.121249999999996,13.755141,-6.9705067,6.5715613,-4.8561845,0.47966613038890354
325,2019-11-22,1.0848790322580646,285.52349999999996,27.61854166666667,9.113627,-11.693573,3.6722698,-8.56665,0.31879487421825975
326,2019-11-23,1.0844758064516131,283.97077083333335,75.59729166666666,29.726881,-25.628843,17.536833,-14.863583,1.0381111114904011
327,2019-11-24,1.0838709677419356,279.83187499999997,97.32187499999999,38.30647,-14.366158,27.25638,-5.0117774,1.3319992829941507
328,2019-11-25,1.0830645161290322,283.82447916666666,26.77416666666667,8.255845,-6.511692,3.5215693,-4.9539995,0.28826266560147384
329,2019-11-26,1.0820564516129032,287.19374999999997,79.31729166666666,32.053253,-6.586819,19.887503,-2.6964028,1.123280034876245
330,2019-11-27,1.0828629032258064,286.613,85.84916666666668,35.024513,-15.420627,22.713142,-7.3033977,1.226618574875798
331,2019-11-28,1.085483870967742,285.0556041666667,52.48854166666666,18.899702,-11.862544,9.892378,-6.6339455,0.6607769772226475
332,2019-11-29,1.0899193548387098,283.7050208333333,93.124375,38.741955,-24.23159,25.587921,-11.715636,1.3525497952543426
333,2019-11-30,1.0961693548387097,283.48379166666666,90.97854166666667,36.344624,-25.477348,26.061815,-12.342494,1.2685571392960446
334,2019-12-01,1.104233870967742,284.64810416666666,85.078125,30.97146,-11.765884,22.18823,-5.574499,1.0823580626938487
335,2019-12-02,1.1141129032258064,283.2587291666666,58.564166666666665,18.847055,-17.803934,10.257014,-9.956262,0.6576730242861146
336,2019-12-03,1.1258064516129034,283.91362499999997,54.94770833333333,19.239428,-15.728715,11.251759,-8.857652,0.6718312595201438
337,2019-12-04,1.1375,280.78954166666665,67.333125,26.931883,-13.963002,16.168362,-6.4159408,0.9373892295052867
338,2019-12-05,1.1487903225806453,283.18835416666667,78.25979166666666,30.77962,-17.38244,20.67252,-8.141181,1.0739832632224195
339,2019-12-06,1.1596774193548385,281.5978333333333,85.30770833333334,35.06439,-26.261976,24.687551,-12.535049,1.2214614049446164
340,2019-12-07,1.1701612903225809,280.703875,85.20375,36.13495,-23.322937,27.086792,-10.943963,1.2576006402419002
341,2019-12-08,1.1802419354838711,280.50185416666665,86.24208333333333,34.24972,-18.573816,25.292305,-7.6781783,1.1917442873622475
342,2019-12-09,1.18991935483871,283.426,83.705,32.409737,-19.220295,23.574522,-8.941205,1.1311463446605448
343,2019-12-10,1.1991935483870968,280.26727083333327,87.35791666666667,35.263466,-31.468546,28.9366,-16.620962,1.226726362291591
344,2019-12-11,1.2080645161290322,279.3522708333333,46.34375,16.432287,-25.026136,7.367186,-15.6993065,0.5711117876443587
345,2019-12-12,1.217741935483871,280.33774999999997,56.15020833333333,17.337917,-12.706821,7.8241115,-6.3561387,0.6031851469456349
346,2019-12-13,1.2280645161290324,285.97279166666664,37.95291666666667,9.704788,-12.774681,-0.9499381,-6.7938576,0.3396398674135282
347,2019-12-14,1.2390322580645163,284.32199999999995,41.11770833333333,15.480828,-13.305985,6.4806066,-7.5613103,0.5408185489793693
348,2019-12-15,1.2506451612903229,281.3861666666666,79.79729166666667,31.128098,-24.421743,23.431067,-12.3373575,1.0841049423236482
349,2019-12-16,1.262903225806452,283.8869583333333,49.99875,9.972607,-26.311548,-3.7599354,-13.758541,0.34822858840190507
350,2019-12-17,1.2758064516129035,282.99256249999996,39.05833333333333,8.809873,-18.350983,1.3797541,-10.913532,0.30733663648437604
351,2019-12-18,1.2875000000000003,279.45022916666665,82.20645833333333,42.751053,-20.031803,33.618984,-8.066372,1.485978195738994
352,2019-12-19,1.2979838709677425,282.6454166666667,31.791875,,,,,
353,2019-12-20,1.3080645161290323,281.9396458333333,13.77875,,,,,
354,2019-12-21,1.3177419354838713,281.8755833333333,39.619375,,,,,
355,2019-12-22,1.327016129032258,282.2418333333333,92.045,,,,,
356,2019-12-23,1.3358870967741936,282.28631249999995,89.68541666666665,,,,,
357,2019-12-24,1.3443548387096778,279.9624166666667,89.07208333333334,,,,,
358,2019-12-25,1.3524193548387098,281.73010416666665,91.448125,,,,,
359,2019-12-26,1.3600806451612903,283.1150416666666,73.904375,,,,,
360,2019-12-27,1.3673387096774194,283.5735833333333,70.83749999999999,,,,,
361,2019-12-28,1.3721774193548388,283.30791666666664,89.14854166666667,,,,,
362,2019-12-29,1.374596774193548,280.8137083333333,90.42166666666667,,,,,
363,2019-12-30,1.374596774193548,279.7696875,88.96291666666667,,,,,
364,2019-12-31,1.3721774193548388,279.84937499999995,89.67770833333333,,,,,
365,2020-01-01,1.3673387096774194,279.7457708333333,90.80354166666666,,,,,
366,2020-01-02,1.3600806451612906,279.7492291666666,91.79104166666667,,,,,
367,2020-01-03,1.3520161290322583,279.78591666666665,86.963125,,,,,
368,2020-01-04,1.343145161290323,279.3880208333333,95.16270833333333,,,,,
369,2020-01-05,1.3338709677419354,278.96729166666665,94.6725,,,,,
370,2020-01-06,1.3241935483870966,278.8166458333333,95.030625,,,,,
371,2020-01-07,1.3141129032258063,279.87506249999996,96.21708333333333,,,,,
372,2020-01-08,1.3036290322580646,279.7882916666666,97.19958333333334,,,,,
373,2020-01-09,1.2927419354838714,278.9763958333333,92.99958333333332,,,,,
374,2020-01-10,1.281451612903226,278.5906458333333,82.315625,,,,,
375,2020-01-11,1.2701612903225812,279.69185416666664,99.359375,,,,,
376,2020-01-12,1.258870967741936,280.60774999999995,100.75333333333333,,,,,
377,2020-01-13,1.2477419354838712,280.66306249999997,99.97479166666666,,,,,
378,2020-01-14,1.2367741935483874,280.3337291666666,89.73645833333335,,,,,
379,2020-01-15,1.2259677419354842,281.01039583333335,104.873125,74.238625,-23.157497,56.28628,-5.3693027,2.5845276146135845
380,2020-01-16,1.2153225806451613,279.50491666666665,123.460375,56.34894,-23.48455,42.69334,-8.713514,1.9587325919758531
381,2020-01-17,1.2048387096774198,279.5396666666666,95.7725,41.986267,-14.043464,30.246542,-4.503438,1.4595257422566317
382,2020-01-18,1.1963709677419356,280.94716666666665,32.953541666666666,11.953052,-8.537183,4.9041705,-5.559097,0.4161040656324741
383,2020-01-19,1.18991935483871,281.4420833333333,51.557874999999996,-1.6327374,-15.2750225,-1.6504354,-11.685274,-0.05686696959202596
384,2020-01-20,1.185483870967742,279.34110416666664,57.279374999999995,,,,,
385,2020-01-21,1.1830645161290327,280.04393749999997,69.74204166666667,,,,,
386,2020-01-22,1.1826612903225808,279.93722916666667,116.70810416666667,0.0,-22.254055,0.0,-13.967646,0.0
387,2020-01-23,1.1842741935483871,280.24606249999994,113.22856250000001,,,,,
388,2020-01-24,1.1879032258064517,282.66110416666663,94.39233333333334,,,,,
389,2020-01-25,1.1935483870967742,282.3500208333333,33.02095833333333,,,,,
390,2020-01-26,1.201209677419355,282.579,92.72770833333334,,,,,
391,2020-01-27,1.209677419354839,278.47897916666665,84.55397916666666,,,,,
392,2020-01-28,1.2189516129032258,283.00808333333333,109.91614583333335,,,,,
393,2020-01-29,1.229032258064516,283.8047083333333,94.3810625,,,,,
394,2020-01-30,1.2399193548387102,282.43077083333327,132.43745833333335,,,,,
395,2020-01-31,1.2516129032258063,284.54772916666667,108.55285416666668,,,,,
396,2020-02-01,1.2641129032258067,284.52704166666666,70.26545833333334,,,,,
397,2020-02-02,1.27741935483871,285.74639583333334,140.45741666666666,,,,,
398,2020-02-03,1.2899193548387096,286.3193958333333,156.4966875,,,,,
399,2020-02-04,1.3012096774193551,285.5123541666666,154.39425,88.60086,-29.319763,70.84575,-13.061355,3.099222395057453
400,2020-02-05,1.3112903225806452,283.89241666666663,146.77712499999998,67.242035,-25.6887,50.430943,-11.464509,2.348005465173915
401,2020-02-06,1.3201612903225808,285.58925,150.45985416666667,65.973175,-31.175491,50.748764,-16.8116,2.3079079155870943
402,2020-02-07,1.3278225806451616,283.893125,135.40787500000002,53.265842,-18.30681,40.385334,-7.4900155,1.859976183223184
403,2020-02-08,1.334274193548387,282.94741666666664,91.95020833333332,35.90926,-11.355853,24.130388,-5.512596,1.252652294789248
404,2020-02-09,1.3395161290322577,284.1502083333333,145.33239583333332,60.857037,-12.389114,46.45035,-4.4140577,2.1256336791041424
405,2020-02-10,1.3435483870967744,283.11860416666667,160.61020833333333,73.63646,-18.152147,56.93723,-5.84972,2.5691841537902653
406,2020-02-11,1.3459677419354843,283.7354583333333,152.45239583333333,67.73434,-17.883606,50.807728,-6.8047166,2.364801298547097
407,2020-02-12,1.3467741935483872,285.5257708333333,114.18604166666667,48.4098,-2.0116186,36.8913,-1.5246571,1.6933800243101835
408,2020-02-13,1.3459677419354836,286.14231249999995,78.53645833333333,28.718943,-9.340227,21.700737,-6.36788,1.0052672584420381
409,2020-02-14,1.3435483870967742,283.2895625,179.37749999999997,79.65143,-18.556568,63.486485,-6.4591002,2.7795483151347753
410,2020-02-15,1.3395161290322577,283.92045833333333,174.80208333333334,79.7499,-16.326084,62.37424,-5.8499045,2.784847207916041
411,2020-02-16,1.333870967741935,284.2191041666667,181.30985416666667,83.62998,-19.897917,65.61448,-7.789374,2.921269286894148
412,2020-02-17,1.3266129032258065,283.91310416666664,183.11139583333332,79.905525,-10.137604,62.924007,-1.9011863,2.7902597251522665
413,2020-02-18,1.317741935483871,286.3223541666666,141.37489583333334,57.175488,-11.358036,41.317833,-6.9009337,2.00174444407546
414,2020-02-19,1.307258064516129,287.98522916666667,165.08535416666666,60.611996,-4.8228054,45.895214,0.039773386,2.1259695991235454
415,2020-02-20,1.297983870967742,284.06931249999997,181.04927083333334,64.747,-16.002527,48.875202,-6.6808624,2.261308335102205
416,2020-02-21,1.2899193548387096,283.7206458333333,146.155,26.647034,-33.7762,20.53947,-19.175392,0.930310258898714
417,2020-02-22,1.2830645161290324,285.3631458333333,164.247625,,,,,
418,2020-02-23,1.2774193548387096,281.7110833333333,186.36916666666664,,,,,
419,2020-02-24,1.272983870967742,284.4766458333333,175.40477083333334,,,,,
420,2020-02-25,1.2697580645161295,282.6652291666666,151.4424375,,,,,
421,2020-02-26,1.2677419354838708,287.29383333333334,123.90333333333332,,,,,
422,2020-02-27,1.2681451612903225,288.0395625,169.97479166666668,,,,,
423,2020-02-28,1.270967741935484,283.1415833333333,103.30654166666666,,,,,
424,2020-02-29,1.2762096774193543,288.44404166666664,162.656375,,,,,
425,2020-03-01,1.283870967741936,285.1442083333333,107.57077083333333,,,,,
426,2020-03-02,1.293951612903226,283.4637916666666,135.9940625,,,,,
427,2020-03-03,1.3064516129032258,280.78397916666665,199.90297916666668,,,,,
428,2020-03-04,1.3213709677419356,282.9107291666666,220.69050000000001,,,,,
429,2020-03-05,1.338709677419355,283.4512708333333,197.32835416666668,,,,,
430,2020-03-06,1.3588709677419353,286.25822916666664,216.57410416666667,,,,,
431,2020-03-07,1.3798387096774192,290.5726458333333,230.67195833333335,,,,,
432,2020-03-08,1.401612903225807,290.7743958333333,213.3271041666667,,,,,
433,2020-03-09,1.424193548387097,285.04560416666664,221.8937083333333,,,,,
434,2020-03-10,1.4475806451612907,286.37597916666664,220.5377083333333,,,,,
435,2020-03-11,1.4717741935483868,286.8323958333333,236.4,,,,,
436,2020-03-12,1.4967741935483874,287.34352083333334,218.10416666666666,,,,,
437,2020-03-13,1.52258064516129,288.92791666666665,180.10979166666667,89.38458,14.278642,66.46997,-0.24698582,3.138492743527559
438,2020-03-14,1.549193548387097,287.44987499999996,218.73916666666665,63.244953,10.853836,46.659588,4.462254,2.2169975715010497
439,2020-03-15,1.5752688172043008,288.27916666666664,158.72875,47.504776,-5.0056953,34.200317,-9.894086,1.6667815132528527
440,2020-03-16,1.6008064516129037,281.71887499999997,149.89958333333334,33.0533,15.942603,23.026123,8.239326,1.1515494592146203
441,2020-03-17,1.6258064516129032,282.1298958333333,166.07041666666666,53.835007,-0.25897703,38.281933,-2.0132005,1.8763663353376558
442,2020-03-18,1.6502688172043012,288.39166666666665,224.44854166666664,77.72991,-0.060685635,51.857407,-5.0172048,2.7276233796687954
443,2020-03-19,1.674193548387097,286.84183333333334,200.95125,52.55002,10.987133,38.266727,2.3723063,1.8408559832218396
444,2020-03-20,1.6975806451612907,286.62466666666666,169.78437499999998,47.245514,1.9539776,40.02249,-4.4616303,1.654640241442747
445,2020-03-21,1.720430107526882,284.0890625,155.16,42.067272,14.19416,32.84113,8.559259,1.4692429826606395
446,2020-03-22,1.7399193548387093,282.57154166666663,147.990625,53.593983,5.514834,40.37244,0.29124117,1.8688262593126506
447,2020-03-23,1.756048387096774,283.9997916666667,186.97458333333336,69.560524,5.8959804,43.649967,3.5210245,2.429241941921344
448,2020-03-24,1.768817204301075,284.8753958333333,158.8625,63.496166,-2.0025327,45.547512,-3.2220316,2.219540170671668
449,2020-03-25,1.778225806451613,286.1175416666666,243.16937499999997,82.333534,15.829661,51.873184,11.065002,2.8818945000035323
450,2020-03-26,1.7842741935483877,286.84289583333333,180.59416666666667,62.00121,0.4205905,40.263523,-3.358453,2.1719389357373653
451,2020-03-27,1.786962365591398,284.82195833333327,175.97270833333334,55.652924,4.3629985,40.64465,-1.7203788,1.9452637168244205
452,2020-03-28,1.7862903225806457,284.48245833333334,241.98645833333333,65.42479,26.430618,36.406647,18.205648,2.2859902660573184
453,2020-03-29,1.7822580645161292,284.2051041666667,244.30812500000002,66.70314,21.21056,40.33061,8.098859,2.329964861073895
454,2020-03-30,1.7748655913978493,284.59816666666666,146.83770833333332,43.947376,6.749458,35.70507,0.955756,1.535744347959348
455,2020-03-31,1.7641129032258067,285.8580416666667,89.314375,32.42828,-3.8166733,22.044828,-2.301962,1.1347550407589109
456,2020-04-01,1.7500000000000007,284.9057708333333,193.02833333333334,70.21101,12.082833,47.891357,1.5365467,2.454341375222341
457,2020-04-02,1.73252688172043,281.97472916666663,130.70270833333333,39.219532,7.2195554,27.655485,1.7061715,1.366738017250989
458,2020-04-03,1.7116935483870968,286.3591666666667,286.76958333333334,97.92252,17.267408,55.025036,9.43135,3.428458446339657
459,2020-04-04,1.6874999999999993,286.91260416666665,242.6485416666667,88.31885,-0.6205692,49.248882,-4.921154,3.094099413748456
460,2020-04-05,1.6599462365591406,289.33525,276.0239583333333,96.843025,3.3007214,59.988617,-7.0752215,3.4019436172531483
461,2020-04-06,1.6290322580645158,288.71166666666664,208.81166666666664,71.70237,4.860557,48.28534,-5.4903417,2.517016529697467
462,2020-04-07,1.5967741935483868,289.8942083333333,264.531625,0.0,-38.638783,0.0,-23.835499,0.0
463,2020-04-08,1.564112903225806,289.5583125,244.2566875,,,,,
464,2020-04-09,1.5310483870967737,288.4405,144.7006875,,,,,
465,2020-04-10,1.49758064516129,287.09075,105.6203125,,,,,
466,2020-04-11,1.4637096774193548,288.18891666666667,259.6027708333333,,,,,
467,2020-04-12,1.4294354838709673,287.63487499999997,255.66285416666668,,,,,
468,2020-04-13,1.394758064516129,287.29347916666666,192.18783333333332,,,,,
469,2020-04-14,1.359677419354839,287.55562499999996,232.98483333333334,,,,,
470,2020-04-15,1.325537634408602,287.6183333333333,188.944625,,,,,
471,2020-04-16,1.2931451612903224,289.0566666666667,238.0527708333333,,,,,
472,2020-04-17,1.2625,288.70818749999995,135.53366666666668,,,,,
473,2020-04-18,1.2336021505376342,288.818625,207.83485416666667,,,,,
474,2020-04-19,1.2064516129032257,287.3822916666666,128.08477083333335,,,,,
475,2020-04-20,1.1810483870967745,285.14062499999994,176.34116666666668,,,,,
476,2020-04-21,1.1573924731182794,283.30174999999997,195.08252083333332,,,,,
477,2020-04-22,1.135483870967742,287.02647916666666,166.61614583333332,,,,,
478,2020-04-23,1.1153225806451612,290.5192916666667,281.1221875,42.815605,-12.326606,33.363438,-14.166714,1.5060794389559486
479,2020-04-24,1.0952956989247316,291.1526875,274.575625,83.06958,13.737732,46.581127,-1.7764288,2.924184741478108
480,2020-04-25,1.0754032258064516,288.28022916666663,74.02479166666667,16.9485,1.2831982,14.190079,-3.3041322,0.594666094313454
481,2020-04-26,1.0556451612903226,288.324375,123.42108333333334,44.82817,3.298528,27.512306,-2.2697563,1.5729482806966155
482,2020-04-27,1.0360215053763444,286.55031249999996,185.54666666666665,56.729004,14.655334,31.099777,7.14508,1.9866100905886384
483,2020-04-28,1.0165322580645162,287.5643958333333,276.54895833333336,107.97138,11.697834,52.42299,1.6347641,3.78532612662228
484,2020-04-29,0.997177419354839,288.61654166666665,332.07666666666665,94.16143,30.29287,47.25326,11.66126,3.305057938720942
485,2020-04-30,0.977956989247312,289.37089583333335,233.56229166666665,74.23131,14.034841,47.180958,-1.2480632,2.6077349200376054
486,2020-05-01,0.9588709677419356,291.9877291666666,316.635625,86.74418,31.679811,50.421772,6.8179584,3.056498304434394
487,2020-05-02,0.9411290322580644,293.58324999999996,325.83145833333333,93.29547,18.486725,52.142303,0.68704176,3.29350624062985
488,2020-05-03,0.9247311827956993,293.3482291666666,316.0521875,70.307,3.8202267,42.45649,6.5568614,2.4812800694883297
489,2020-05-04,0.9096774193548388,295.67260416666664,296.6095833333333,,,,,
490,2020-05-05,0.895967741935484,293.9837083333333,286.6274375,,,,,
491,2020-05-06,0.8836021505376342,294.58304166666665,307.80135416666667,,,,,
492,2020-05-07,0.8725806451612904,293.87681249999997,254.63939583333334,,,,,
493,2020-05-08,0.8629032258064516,292.558375,278.17966666666666,,,,,
494,2020-05-09,0.8536290322580645,291.2253125,299.76285416666667,,,,,
495,2020-05-10,0.8447580645161291,286.5613333333333,221.0543125,,,,,
496,2020-05-11,0.8362903225806452,288.0411875,210.29385416666665,,,,,
497,2020-05-12,0.8282258064516129,284.5314583333333,100.2924375,,,,,
498,2020-05-13,0.8205645161290321,287.5456875,259.19352083333337,,,,,
499,2020-05-14,0.813306451612903,285.47056249999997,197.7526875,,,,,
500,2020-05-15,0.806451612903226,285.97916666666663,211.81735416666666,,,,,
501,2020-05-16,0.8000000000000002,287.343125,200.04564583333334,,,,,
502,2020-05-17,0.7931451612903229,288.7325625,249.13531250000003,,,,,
503,2020-05-18,0.7858870967741938,291.3054583333333,312.6095833333333,,,,,
504,2020-05-19,0.7782258064516131,295.4408541666666,326.68722916666667,,,,,
505,2020-05-20,0.7701612903225806,296.3647291666667,318.15841666666665,,,,,
506,2020-05-21,0.7616935483870968,297.66172916666665,325.75381250000004,,,,,
507,2020-05-22,0.7528225806451614,298.72235416666666,313.70464583333336,,,,,
508,2020-05-23,0.7435483870967743,297.7705833333333,312.26064583333334,,,,,
509,2020-05-24,0.7338709677419356,297.31537499999996,323.3084166666667,,,,,
510,2020-05-25,0.7254032258064517,295.84835416666664,287.4362916666667,,,,,
511,2020-05-26,0.7173387096774194,295.61689583333333,305.31691666666666,,,,,
512,2020-05-27,0.7096774193548386,294.7388958333333,323.16939583333334,,,,,
513,2020-05-28,0.7024193548387098,294.28754166666664,332.0375625,,,,,
514,2020-05-29,0.6955645161290324,295.10672916666664,328.2840625,,,,,
515,2020-05-30,0.6891129032258064,298.8452708333333,359.08608333333336,92.7488,59.298763,59.894077,-16.57773,3.2951630528277214
516,2020-05-31,0.6830645161290323,296.4699166666666,211.33058333333335,39.81983,16.003805,21.278704,1.9691987,1.4105920285485845
517,2020-06-01,0.6774193548387096,295.6005833333333,308.736,66.39334,33.19711,40.035667,7.7290096,2.349467455041574
518,2020-06-02,0.6709677419354839,296.64764583333334,304.59475000000003,61.10938,33.18867,35.598263,4.90082,2.165228591927087
519,2020-06-03,0.6649193548387097,295.8983333333333,349.08745833333336,45.714794,48.062862,32.66613,15.257911,1.618295545677493
