,TIMESTAMP,DATE,TOD,LAI,TA_F,SW_IN_F,LST,LE,H,TSEB_QC,NETRAD
34681,2020-12-23 12:45:00,2020-12-23,12.75,1.0381048387096774,287.846,550.941,289.4290285357765,261.4773,66.83174,0,343.06591018049886
34682,2020-12-23 13:15:00,2020-12-23,13.25,1.0381048387096774,288.60499999999996,544.632,290.21724557059974,262.49075,65.19304,0,340.38488121898513
34683,2020-12-23 13:45:00,2020-12-23,13.75,1.0381048387096774,289.282,523.516,290.77198058480764,252.00975,59.708115,0,321.21433276132166
34684,2020-12-23 14:15:00,2020-12-23,14.25,1.0381048387096774,289.698,486.795,290.79514893156323,232.49866,51.649357,0,289.0836688780137
34685,2020-12-23 14:45:00,2020-12-23,14.75,1.0381048387096774,290.042,442.522,290.6444354217401,192.65707,56.48689,3,249.9029643338701
34686,2020-12-23 15:15:00,2020-12-23,15.25,1.0381048387096774,290.359,374.582,290.37930449928376,164.1281,26.694172,0,192.69954441740992
34687,2020-12-23 15:45:00,2020-12-23,15.75,1.0381048387096774,290.131,303.097,289.6953535688755,116.07477,15.864117,0,134.4431935186939
34688,2020-12-23 16:15:00,2020-12-23,16.25,1.0381048387096774,289.62399999999997,214.863,288.746438177932,58.962288,2.995626,0,65.09284498102772
34689,2020-12-23 16:45:00,2020-12-23,16.75,1.0381048387096774,289.072,131.006,287.7674983076289,9.848953,-8.374484,0,2.22483024636702
34690,2020-12-23 17:15:00,2020-12-23,17.25,1.0381048387096774,288.35299999999995,47.461,286.6843980812658,-35.08993,-18.338634,0,-57.61242026063221
34691,2020-12-23 17:45:00,2020-12-23,17.75,1.0381048387096774,286.97999999999996,7.187,285.2661760822975,0.0,-58.829174,5,-72.21175889652565
34692,2020-12-23 18:15:00,2020-12-23,18.25,1.0381048387096774,285.789,0.0,283.9848641582375,0.0,-60.980156,5,-74.59507369995117
34693,2020-12-23 18:45:00,2020-12-23,18.75,1.0381048387096774,285.07399999999996,0.0,283.2910507573824,0.0,-59.533394,5,-72.9085922241211
34694,2020-12-23 19:15:00,2020-12-23,19.25,1.0381048387096774,283.93699999999995,0.0,282.37602291773123,0.0,-57.362698,5,-70.41520690917969
34695,2020-12-23 19:45:00,2020-12-23,19.75,1.0381048387096774,282.215,0.0,281.420367013937,0.0,-55.98239,5,-68.63086700439453
34696,2020-12-23 20:15:00,2020-12-23,20.25,1.0381048387096774,281.143,0.0,280.81319229696925,0.0,-56.09839,5,-68.62828063964844
34697,2020-12-23 20:45:00,2020-12-23,20.75,1.0381048387096774,280.52599999999995,0.0,280.2915477071524,0.0,-55.30933,5,-68.07362747192383
34698,2020-12-23 21:15:00,2020-12-23,21.25,1.0381048387096774,280.077,0.0,279.83333260779216,0.0,-53.466114,5,-66.1874771118164
34699,2020-12-23 21:45:00,2020-12-23,21.75,1.0381048387096774,279.30499999999995,0.0,279.2797403045863,0.0,-49.89873,5,-61.478214263916016
34700,2020-12-23 22:15:00,2020-12-23,22.25,1.0381048387096774,278.724,0.0,278.8161533111854,0.0,-44.718056,5,-53.05497932434082
34701,2020-12-23 22:45:00,2020-12-23,22.75,1.0381048387096774,278.632,0.0,278.78137596547964,0.0,-35.931152,5,-41.98730659484863
34702,2020-12-23 23:15:00,2020-12-23,23.25,1.0381048387096774,278.51,0.0,278.8372973548038,0.0,-25.096222,5,-30.31457233428955
34703,2020-12-23 23:45:00,2020-12-23,23.75,1.0381048387096774,278.548,0.0,278.8827776873112,0.0,-24.589916,5,-28.62219524383545
34704,2020-12-24 00:15:00,2020-12-24,0.25,1.041733870967742,278.601,0.0,278.8186274210811,0.0,-35.471508,5,-41.30444526672363
34705,2020-12-24 00:45:00,2020-12-24,0.75,1.041733870967742,278.323,0.0,278.5231326245768,0.0,-33.21411,5,-38.68374156951904
34706,2020-12-24 01:15:00,2020-12-24,1.25,1.041733870967742,278.06199999999995,0.0,278.2975208459039,0.0,-31.68713,5,-37.14516353607178
34707,2020-12-24 01:45:00,2020-12-24,1.75,1.041733870967742,278.022,0.0,278.1633932946184,0.0,-31.1322,5,-36.34060764312744
34708,2020-12-24 02:15:00,2020-12-24,2.25,1.041733870967742,277.54699999999997,0.0,277.8280305625267,0.0,-25.062252,5,-30.29832172393799
34709,2020-12-24 02:45:00,2020-12-24,2.75,1.041733870967742,277.57399999999996,0.0,277.79994450374596,0.0,-27.776243,5,-32.17905616760254
34710,2020-12-24 03:15:00,2020-12-24,3.25,1.041733870967742,277.762,0.0,277.89503677355714,0.0,-25.893715,5,-29.7521915435791
34711,2020-12-24 03:45:00,2020-12-24,3.75,1.041733870967742,278.364,0.0,278.48499589293647,0.0,-19.873213,5,-22.438096046447754
34712,2020-12-24 04:15:00,2020-12-24,4.25,1.041733870967742,278.75399999999996,0.0,278.7657518179917,0.0,-27.802326,5,-31.78085994720459
34713,2020-12-24 04:45:00,2020-12-24,4.75,1.041733870967742,278.221,0.0,278.1705751840351,0.0,-35.44312,5,-40.87795352935791
34714,2020-12-24 05:15:00,2020-12-24,5.25,1.041733870967742,277.97499999999997,0.0,277.9021807953912,0.0,-34.954193,5,-40.25095844268799
34715,2020-12-24 05:45:00,2020-12-24,5.75,1.041733870967742,277.171,0.0,277.2476488300145,0.0,-31.247456,5,-37.86274719238281
34716,2020-12-24 06:15:00,2020-12-24,6.25,1.041733870967742,276.44599999999997,0.0,276.5430131358608,0.0,-32.749252,5,-38.33431529998779
34717,2020-12-24 06:45:00,2020-12-24,6.75,1.041733870967742,276.15099999999995,0.0,276.3404571908994,0.0,-30.204525,5,-34.95731735229492
34718,2020-12-24 07:15:00,2020-12-24,7.25,1.041733870967742,276.068,0.0,276.2456023204316,0.0,-26.627148,5,-30.839662551879883
34719,2020-12-24 07:45:00,2020-12-24,7.75,1.041733870967742,276.274,0.0,276.4753594510491,0.0,-22.816116,5,-26.141865730285645
34720,2020-12-24 08:15:00,2020-12-24,8.25,1.041733870967742,276.438,2.667,276.70278692627903,0.0,-17.673782,5,-19.9870851983929
34721,2020-12-24 08:45:00,2020-12-24,8.75,1.041733870967742,276.962,50.382,277.267916917397,6.155114,6.093014,0,14.043867371982273
34722,2020-12-24 09:15:00,2020-12-24,9.25,1.041733870967742,277.95099999999996,186.143,278.4275029454671,63.892014,34.401855,0,104.06123952926862
34723,2020-12-24 09:45:00,2020-12-24,9.75,1.041733870967742,279.38899999999995,261.411,279.7851345802412,78.32572,42.02569,0,120.35554777842978
34724,2020-12-24 10:15:00,2020-12-24,10.25,1.041733870967742,280.553,340.95,281.237095058869,97.82619,74.01142,3,171.43638517177595
34725,2020-12-24 10:45:00,2020-12-24,10.75,1.041733870967742,281.87,406.752,282.6687138790731,156.614,69.04106,0,226.02194035399202
34726,2020-12-24 11:15:00,2020-12-24,11.25,1.041733870967742,283.366,474.857,284.3862659823466,201.01912,76.06664,0,280.3384224400314
34727,2020-12-24 11:45:00,2020-12-24,11.75,1.041733870967742,285.075,514.932,286.02823148243493,233.45345,72.95828,0,313.18876674117257
34728,2020-12-24 12:15:00,2020-12-24,12.25,1.041733870967742,286.62199999999996,534.051,287.4625801466027,252.33733,64.30133,0,327.36016006984
